# --- full sequence --- -------------- this domain ------------- hmm coord ali coord env coord
# target name accession tlen query name accession qlen E-value score bias # of c-Evalue i-Evalue score bias from to from to from to acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108_T207-R1 - 950 NACHT PF05729.14 166 3.6e-07 20.8 0.0 1 1 5.8e-07 8.4e-07 19.6 0.0 5 92 178 266 175 318 0.88 -
108_T208-R1 - 973 NACHT PF05729.14 166 4e-07 20.6 0.0 1 1 5.9e-07 8.7e-07 19.5 0.0 5 92 179 267 176 319 0.88 -
108_T329-R1 - 856 NACHT PF05729.14 166 5.8e-06 16.8 0.1 1 1 1.1e-05 1.6e-05 15.4 0.1 1 90 173 262 173 320 0.74 -
108_T506-R1 - 857 NACHT PF05729.14 166 6.1e-06 16.8 0.0 1 1 1.1e-05 1.7e-05 15.4 0.0 1 90 176 265 176 309 0.85 -
108_T269-R1 - 890 NACHT PF05729.14 166 6.9e-06 16.6 0.0 1 1 9.7e-06 1.4e-05 15.6 0.0 5 90 181 267 178 276 0.76 -
108_T458-R1 - 882 NACHT PF05729.14 166 1.1e-05 16.0 0.0 1 1 1.7e-05 2.6e-05 14.8 0.0 5 90 181 267 177 274 0.84 -
108_T319.2-R1 - 895 NACHT PF05729.14 166 1.5e-05 15.5 0.0 1 1 2.2e-05 3.3e-05 14.4 0.0 3 90 179 267 177 276 0.78 -
108_T453-R1 - 911 NACHT PF05729.14 166 4.5e-05 14.0 0.3 1 2 0.00012 0.00017 12.1 0.1 2 43 187 227 186 304 0.76 -
108_T453-R1 - 911 NACHT PF05729.14 166 4.5e-05 14.0 0.3 2 2 3.6 5.2 -2.5 0.0 76 144 700 727 688 742 0.56 -
108_T483-R1 - 902 NACHT PF05729.14 166 6e-05 13.6 0.0 1 2 0.00035 0.00051 10.5 0.0 2 22 185 205 184 273 0.83 -
108_T483-R1 - 902 NACHT PF05729.14 166 6e-05 13.6 0.0 2 2 1.3 1.9 -1.1 0.0 107 159 821 877 809 882 0.71 -
108_T473-R1 - 892 NACHT PF05729.14 166 8.9e-05 13.0 0.1 1 1 0.00017 0.00026 11.5 0.1 5 89 179 264 176 271 0.72 -
108_T258-R1 - 908 NACHT PF05729.14 166 0.00011 12.7 0.0 1 1 0.00016 0.00024 11.6 0.0 2 71 185 252 184 310 0.68 -
108_T413-R1 - 912 NACHT PF05729.14 166 0.00012 12.5 0.0 1 1 0.00024 0.00036 11.0 0.0 2 30 190 219 189 308 0.69 -
108_T495-R1 - 860 NACHT PF05729.14 166 0.00015 12.2 0.0 1 1 0.00022 0.00032 11.2 0.0 1 89 172 260 172 265 0.65 -
108_T453-R1 - 911 NB-ARC PF00931.24 252 6.6e-93 301.0 1.1 1 2 4.4 4.4 -3.1 0.1 74 115 36 78 31 119 0.65 -
108_T453-R1 - 911 NB-ARC PF00931.24 252 6.6e-93 301.0 1.1 2 2 8.9e-93 8.9e-93 300.6 0.1 2 252 169 421 168 421 0.98 -
108_T516-R1 - 921 NB-ARC PF00931.24 252 1.8e-92 299.5 1.9 1 2 2.2e-92 2.2e-92 299.3 1.1 1 251 158 399 158 400 0.99 -
108_T516-R1 - 921 NB-ARC PF00931.24 252 1.8e-92 299.5 1.9 2 2 9.2 9.2 -4.2 0.0 99 122 461 485 447 501 0.67 -
108_T207-R1 - 950 NB-ARC PF00931.24 252 3.4e-92 298.6 0.8 1 1 5.6e-92 5.6e-92 297.9 0.8 1 251 157 398 157 399 0.99 -
108_T208-R1 - 973 NB-ARC PF00931.24 252 9.5e-92 297.2 0.7 1 1 1.4e-91 1.4e-91 296.6 0.7 1 251 158 399 158 400 0.99 -
108_T458-R1 - 882 NB-ARC PF00931.24 252 1.2e-90 293.6 0.1 1 1 2.7e-90 2.7e-90 292.4 0.1 1 252 160 402 160 402 0.99 -
108_T514.1-R1 - 851 NB-ARC PF00931.24 252 2.6e-88 286.0 0.1 1 1 4.6e-88 4.6e-88 285.1 0.1 2 252 162 408 161 408 0.98 -
108_T413-R1 - 912 NB-ARC PF00931.24 252 2.8e-86 279.3 0.8 1 2 1.9 1.9 -1.9 0.1 81 145 43 112 32 131 0.62 -
108_T413-R1 - 912 NB-ARC PF00931.24 252 2.8e-86 279.3 0.8 2 2 5e-86 5e-86 278.4 0.1 2 252 172 421 171 421 0.97 -
108_T269-R1 - 890 NB-ARC PF00931.24 252 2.8e-86 279.3 0.1 1 1 5.2e-86 5.2e-86 278.4 0.1 2 252 161 402 160 402 0.99 -
108_T317-R1 - 927 NB-ARC PF00931.24 252 3e-86 279.2 0.0 1 1 5.3e-86 5.3e-86 278.4 0.0 3 251 177 425 175 426 0.98 -
108_T461-R1 - 910 NB-ARC PF00931.24 252 3.2e-85 275.8 0.1 1 1 4.6e-85 4.6e-85 275.3 0.1 2 252 159 398 158 398 0.99 -
108_T473-R1 - 892 NB-ARC PF00931.24 252 3.7e-84 272.3 0.1 1 1 6.1e-84 6.1e-84 271.6 0.1 2 252 159 400 158 400 0.99 -
108_T483-R1 - 902 NB-ARC PF00931.24 252 1.2e-83 270.7 0.6 1 2 0.17 0.17 1.5 0.1 81 146 43 112 28 131 0.71 -
108_T483-R1 - 902 NB-ARC PF00931.24 252 1.2e-83 270.7 0.6 2 2 1.3e-82 1.3e-82 267.3 0.1 2 252 167 412 166 412 0.98 -
108_T319.2-R1 - 895 NB-ARC PF00931.24 252 2.3e-81 263.2 0.0 1 1 4.4e-81 4.4e-81 262.2 0.0 1 252 160 401 160 401 0.98 -
108_T168-R1 - 887 NB-ARC PF00931.24 252 4.2e-79 255.8 0.2 1 1 8e-79 8e-79 254.8 0.2 1 252 158 400 158 400 0.99 -
108_T390-R1 - 907 NB-ARC PF00931.24 252 2e-78 253.5 0.1 1 2 1.2 1.2 -1.3 0.4 74 139 36 105 27 123 0.68 -
108_T390-R1 - 907 NB-ARC PF00931.24 252 2e-78 253.5 0.1 2 2 2e-78 2e-78 253.5 0.1 2 252 167 413 166 413 0.96 -
108_T329-R1 - 856 NB-ARC PF00931.24 252 1.6e-77 250.5 1.0 1 1 2.7e-77 2.7e-77 249.8 1.0 2 251 157 396 156 397 0.98 -
108_T506-R1 - 857 NB-ARC PF00931.24 252 4e-77 249.3 1.2 1 1 7.1e-77 7.1e-77 248.5 1.2 2 251 159 399 158 400 0.98 -
108_T495-R1 - 860 NB-ARC PF00931.24 252 5.1e-75 242.4 0.1 1 1 8.1e-75 8.1e-75 241.7 0.1 2 251 156 395 155 396 0.98 -
108_T319.1-R1 - 839 NB-ARC PF00931.24 252 1.4e-74 240.9 0.1 1 1 2.4e-74 2.4e-74 240.2 0.1 1 252 117 359 117 359 0.98 -
108_T256-R1 - 900 NB-ARC PF00931.24 252 4.4e-74 239.3 0.7 1 1 9.6e-74 9.6e-74 238.2 0.7 2 251 166 413 165 414 0.93 -
108_T258-R1 - 908 NB-ARC PF00931.24 252 1.3e-71 231.2 1.2 1 1 2.2e-71 2.2e-71 230.5 1.2 3 251 168 414 166 415 0.92 -
108_T221-R1 - 881 NB-ARC PF00931.24 252 3e-68 220.2 6.9 1 3 0.13 0.13 1.9 0.1 75 146 37 112 24 133 0.71 -
108_T221-R1 - 881 NB-ARC PF00931.24 252 3e-68 220.2 6.9 2 3 1.9e-42 1.9e-42 135.7 1.9 2 125 170 289 169 291 0.96 -
108_T221-R1 - 881 NB-ARC PF00931.24 252 3e-68 220.2 6.9 3 3 6.7e-27 6.7e-27 84.7 0.0 156 252 289 389 286 389 0.95 -
108_T461-R1 - 910 NTPase_1 PF03266.17 169 6.1e-05 13.5 0.1 1 2 0.44 1.4 -0.7 0.0 10 27 156 173 153 181 0.77 -
108_T461-R1 - 910 NTPase_1 PF03266.17 169 6.1e-05 13.5 0.1 2 2 9.3e-05 0.00029 11.3 0.1 3 31 179 207 177 220 0.86 -
108_T207-R1 - 950 NTPase_1 PF03266.17 169 8.1e-05 13.1 0.2 1 2 0.64 2 -1.2 0.0 7 33 152 178 151 179 0.91 -
108_T207-R1 - 950 NTPase_1 PF03266.17 169 8.1e-05 13.1 0.2 2 2 0.00011 0.00033 11.1 0.2 4 25 178 199 175 207 0.85 -
108_T168-R1 - 887 NTPase_1 PF03266.17 169 0.0001 12.8 0.1 1 2 0.023 0.072 3.5 0.0 10 34 156 180 153 182 0.93 -
108_T168-R1 - 887 NTPase_1 PF03266.17 169 0.0001 12.8 0.1 2 2 0.0018 0.0057 7.1 0.0 6 25 181 200 179 206 0.86 -
108_T458-R1 - 882 NTPase_1 PF03266.17 169 0.00016 12.1 0.3 1 2 0.018 0.057 3.8 0.0 10 34 158 182 155 184 0.93 -
108_T458-R1 - 882 NTPase_1 PF03266.17 169 0.00016 12.1 0.3 2 2 0.002 0.0061 7.0 0.2 4 26 181 203 179 210 0.85 -
108_T516-R1 - 921 NTPase_1 PF03266.17 169 0.00017 12.1 1.5 1 3 4.2 13 -3.9 0.1 51 84 48 81 41 84 0.75 -
108_T516-R1 - 921 NTPase_1 PF03266.17 169 0.00017 12.1 1.5 2 3 0.62 1.9 -1.2 0.0 7 33 153 179 152 180 0.91 -
108_T516-R1 - 921 NTPase_1 PF03266.17 169 0.00017 12.1 1.5 3 3 0.0001 0.00032 11.1 0.2 4 25 179 200 176 208 0.85 -
108_T319.1-R1 - 839 NTPase_1 PF03266.17 169 0.00019 11.9 0.3 1 2 0.039 0.12 2.7 0.0 10 34 115 139 112 142 0.93 -
108_T319.1-R1 - 839 NTPase_1 PF03266.17 169 0.00019 11.9 0.3 2 2 0.0011 0.0036 7.7 0.3 4 52 138 196 135 229 0.60 -
108_T208-R1 - 973 NTPase_1 PF03266.17 169 0.0002 11.8 1.6 1 3 3 9.4 -3.4 0.1 50 84 47 81 40 84 0.78 -
108_T208-R1 - 973 NTPase_1 PF03266.17 169 0.0002 11.8 1.6 2 3 0.66 2.1 -1.3 0.0 7 33 153 179 152 180 0.91 -
108_T208-R1 - 973 NTPase_1 PF03266.17 169 0.0002 11.8 1.6 3 3 0.00011 0.00034 11.0 0.2 4 25 179 200 176 208 0.85 -
108_T168-R1 - 887 Nup54 PF13874.8 140 0.00061 10.4 3.8 1 2 0.03 0.65 0.6 0.3 104 135 38 70 11 91 0.58 -
108_T168-R1 - 887 Nup54 PF13874.8 140 0.00061 10.4 3.8 2 2 4.7e-05 0.001 9.7 0.3 48 120 648 720 642 726 0.88 -
108_T319.1-R1 - 839 PIF1 PF05970.16 362 8.6e-05 12.2 0.0 1 1 6.5e-06 0.00014 11.5 0.0 6 53 117 164 114 179 0.84 -
108_T207-R1 - 950 RNA_helicase PF00910.24 107 6.2e-05 14.0 0.0 1 1 2.1e-05 0.00015 12.7 0.0 3 92 178 267 176 272 0.74 -
108_T208-R1 - 973 RNA_helicase PF00910.24 107 6.4e-05 13.9 0.0 1 1 2.1e-05 0.00016 12.7 0.0 3 92 179 268 177 273 0.74 -
108_T461-R1 - 910 RNA_helicase PF00910.24 107 8.1e-05 13.6 0.0 1 1 2.4e-05 0.00017 12.5 0.0 3 30 180 205 178 251 0.79 -
108_T413-R1 - 912 RPW8 PF05659.13 139 4.7e-06 16.8 0.0 1 1 1.5e-06 1.1e-05 15.6 0.0 7 83 4 80 1 129 0.93 -
108_T221-R1 - 881 RPW8 PF05659.13 139 1.5e-05 15.2 0.0 1 1 5.4e-06 4e-05 13.8 0.0 12 83 9 80 4 98 0.89 -
108_T514.1-R1 - 851 RPW8 PF05659.13 139 8.4e-05 12.8 0.5 1 1 3.4e-05 0.00025 11.3 0.5 7 82 4 79 1 81 0.94 -
108_T514.1-R1 - 851 RRP36 PF06102.14 166 0.00011 12.8 2.2 1 2 1.9e-05 0.00041 10.9 1.4 66 119 18 71 9 74 0.79 -
108_T514.1-R1 - 851 RRP36 PF06102.14 166 0.00011 12.8 2.2 2 2 0.081 1.8 -0.9 0.0 38 72 515 552 495 583 0.77 -
108_T458-R1 - 882 RsgA_GTPase PF03193.18 167 0.0001 12.8 0.1 1 1 4.9e-05 0.00022 11.7 0.1 65 122 141 199 112 213 0.69 -
108_T168-R1 - 887 RsgA_GTPase PF03193.18 167 0.00011 12.7 0.1 1 1 5.9e-05 0.00026 11.5 0.1 38 122 108 197 78 233 0.75 -
108_T319.2-R1 - 895 RsgA_GTPase PF03193.18 167 0.00013 12.4 0.0 1 1 6.8e-05 0.0003 11.3 0.0 50 123 121 200 110 209 0.69 -
108_T461-R1 - 910 RsgA_GTPase PF03193.18 167 0.00019 11.9 0.0 1 1 8.1e-05 0.00036 11.0 0.0 87 123 163 199 71 217 0.78 -
108_T506-R1 - 857 RsgA_GTPase PF03193.18 167 0.00022 11.7 2.1 1 2 9.6e-05 0.00042 10.8 0.1 87 122 163 198 138 229 0.80 -
108_T506-R1 - 857 RsgA_GTPase PF03193.18 167 0.00022 11.7 2.1 2 2 0.29 1.3 -0.5 0.2 13 77 664 724 650 750 0.62 -
108_T413-R1 - 912 Rx_N PF18052.3 93 4.5e-24 75.2 0.5 1 1 7.2e-24 1.2e-23 73.8 0.5 1 90 5 94 5 132 0.93 -
108_T221-R1 - 881 Rx_N PF18052.3 93 2.8e-23 72.7 1.6 1 1 4.2e-23 7.2e-23 71.3 1.6 1 87 5 91 5 129 0.93 -
108_T390-R1 - 907 Rx_N PF18052.3 93 5.5e-23 71.7 1.4 1 1 7.8e-23 1.3e-22 70.5 1.4 1 89 5 93 5 115 0.93 -
108_T256-R1 - 900 Rx_N PF18052.3 93 9.1e-23 71.0 1.4 1 1 1.6e-22 2.7e-22 69.5 1.4 1 79 3 81 3 124 0.94 -
108_T453-R1 - 911 Rx_N PF18052.3 93 1.5e-21 67.1 1.0 1 1 2.4e-21 4.1e-21 65.7 1.0 2 89 6 93 5 113 0.91 -
108_T483-R1 - 902 Rx_N PF18052.3 93 2.7e-21 66.3 0.8 1 1 4.8e-21 8.1e-21 64.8 0.7 1 85 5 89 5 119 0.92 -
108_T514.1-R1 - 851 Rx_N PF18052.3 93 5.7e-21 65.3 1.7 1 1 8.3e-21 1.4e-20 64.0 1.7 1 89 5 93 5 122 0.92 -
108_T258-R1 - 908 Rx_N PF18052.3 93 4.5e-20 62.4 0.5 1 1 8.5e-20 1.4e-19 60.8 0.5 2 85 6 89 5 108 0.92 -
108_T317-R1 - 927 Rx_N PF18052.3 93 3.2e-17 53.2 0.0 1 1 6.2e-17 1.1e-16 51.6 0.0 4 82 8 92 5 117 0.88 -
108_T516-R1 - 921 Rx_N PF18052.3 93 0.00015 12.6 1.2 1 1 0.00028 0.00048 11.0 1.2 8 71 18 88 13 99 0.73 -
108_T207-R1 - 950 Rx_N PF18052.3 93 0.00019 12.3 1.0 1 1 0.00032 0.00055 10.8 1.0 20 71 28 87 13 98 0.76 -
108_T208-R1 - 973 Rx_N PF18052.3 93 0.0002 12.2 1.3 1 1 0.00034 0.00057 10.8 1.3 8 71 18 88 13 99 0.72 -
108_T168-R1 - 887 Rx_N PF18052.3 93 0.00055 10.8 2.6 1 1 0.0012 0.002 9.0 2.6 2 61 11 78 10 99 0.83 -
108_T514.1-R1 - 851 Spectrin PF00435.23 105 9.7e-05 13.5 0.7 1 1 1.6e-05 0.00036 11.6 0.7 14 70 14 68 10 80 0.83 -
108_T461-R1 - 910 T2SSE PF00437.22 277 5.4e-05 12.8 0.0 1 1 4.2e-06 9.3e-05 12.0 0.0 108 159 149 202 141 225 0.84 -
108_T317-R1 - 927 TsaE PF02367.19 128 3.2e-05 14.5 0.0 1 1 3.5e-06 7.6e-05 13.3 0.0 20 105 192 278 178 298 0.73 -
108_T256-R1 - 900 VD10_N PF08476.12 43 9.6e-05 12.7 0.0 1 3 0.0011 0.024 5.0 0.0 23 35 177 189 168 190 0.86 -
108_T256-R1 - 900 VD10_N PF08476.12 43 9.6e-05 12.7 0.0 2 3 0.31 6.7 -2.9 0.0 19 28 265 274 265 274 0.92 -
108_T256-R1 - 900 VD10_N PF08476.12 43 9.6e-05 12.7 0.0 3 3 0.0019 0.043 4.2 0.0 13 28 546 561 540 562 0.93 -
108_T413-R1 - 912 Viral_helicase1 PF01443.20 234 2.5e-05 14.6 0.0 1 1 6.2e-06 4.5e-05 13.8 0.0 3 75 193 260 191 271 0.75 -
108_T483-R1 - 902 Viral_helicase1 PF01443.20 234 3e-05 14.4 0.0 1 1 7e-06 5.2e-05 13.6 0.0 3 72 188 252 186 264 0.78 -
108_T221-R1 - 881 Viral_helicase1 PF01443.20 234 5e-05 13.6 0.0 1 1 1.2e-05 9.1e-05 12.8 0.0 3 72 191 255 189 267 0.76 -
108_T317-R1 - 927 Zeta_toxin PF06414.14 201 1.3e-06 18.4 0.0 1 1 1.2e-07 2.7e-06 17.4 0.0 14 102 191 287 183 292 0.78 -
108_T453-R1 - 911 pbNB-ARC - 338 4.4e-132 430.7 0.3 1 1 7.1e-132 7.1e-132 430.0 0.3 2 337 165 509 164 510 0.97 -
108_T317-R1 - 927 pbNB-ARC - 338 1.8e-128 418.8 0.0 1 1 3.5e-128 3.5e-128 417.8 0.0 2 338 172 514 171 514 0.97 -
108_T514.1-R1 - 851 pbNB-ARC - 338 1.2e-123 402.9 0.1 1 1 2e-123 2e-123 402.2 0.1 1 338 157 496 157 496 0.95 -
108_T458-R1 - 882 pbNB-ARC - 338 2.9e-121 395.1 0.5 1 1 4.9e-121 4.9e-121 394.4 0.5 1 338 156 488 156 488 0.97 -
108_T207-R1 - 950 pbNB-ARC - 338 2.9e-120 391.8 1.3 1 1 4.5e-120 4.5e-120 391.2 1.3 4 338 156 483 154 483 0.95 -
108_T461-R1 - 910 pbNB-ARC - 338 3.6e-120 391.5 0.2 1 1 5e-120 5e-120 391.1 0.2 2 338 155 482 154 482 0.99 -
108_T516-R1 - 921 pbNB-ARC - 338 8.7e-119 387.0 1.4 1 1 1.4e-118 1.4e-118 386.3 1.4 4 338 157 484 155 484 0.96 -
108_T269-R1 - 890 pbNB-ARC - 338 3.6e-114 371.8 0.1 1 1 6.8e-114 6.8e-114 370.9 0.1 2 338 157 488 156 488 0.96 -
108_T413-R1 - 912 pbNB-ARC - 338 1.1e-112 366.9 0.1 1 1 1.6e-112 1.6e-112 366.4 0.1 2 337 168 505 167 506 0.95 -
108_T208-R1 - 973 pbNB-ARC - 338 2.9e-112 365.5 2.7 1 1 4.6e-111 4.6e-111 361.6 2.7 4 337 157 471 155 472 0.94 -
108_T390-R1 - 907 pbNB-ARC - 338 4.3e-111 361.7 0.2 1 1 6.5e-111 6.5e-111 361.1 0.2 2 337 163 501 162 502 0.93 -
108_T473-R1 - 892 pbNB-ARC - 338 4.7e-110 358.3 0.4 1 1 6.8e-110 6.8e-110 357.7 0.4 2 338 155 482 154 482 0.94 -
108_T319.2-R1 - 895 pbNB-ARC - 338 4.7e-110 358.3 0.0 1 1 1.2e-109 1.2e-109 356.9 0.0 2 338 157 487 156 487 0.96 -
108_T483-R1 - 902 pbNB-ARC - 338 5.1e-110 358.1 0.1 1 1 8.4e-110 8.4e-110 357.4 0.1 2 337 163 496 162 497 0.95 -
108_T319.1-R1 - 839 pbNB-ARC - 338 2.2e-103 336.4 0.1 1 1 3.6e-103 3.6e-103 335.6 0.1 2 338 114 447 113 447 0.95 -
108_T329-R1 - 856 pbNB-ARC - 338 6.9e-102 331.4 1.8 1 1 1e-101 1e-101 330.8 1.8 3 338 154 482 152 482 0.94 -
108_T258-R1 - 908 pbNB-ARC - 338 8.8e-102 331.1 1.6 1 1 1.3e-101 1.3e-101 330.5 1.6 3 336 164 504 162 506 0.94 -
108_T168-R1 - 887 pbNB-ARC - 338 9.5e-102 331.0 1.3 1 2 9.5e-102 9.5e-102 331.0 1.3 2 338 155 488 154 488 0.96 -
108_T168-R1 - 887 pbNB-ARC - 338 9.5e-102 331.0 1.3 2 2 0.27 0.27 0.7 0.2 234 259 702 728 678 732 0.82 -
108_T495-R1 - 860 pbNB-ARC - 338 1.6e-100 326.9 0.3 1 1 3e-100 3e-100 326.0 0.3 3 338 153 481 151 481 0.93 -
108_T256-R1 - 900 pbNB-ARC - 338 1.8e-100 326.7 0.5 1 1 3.5e-100 3.5e-100 325.8 0.5 2 336 162 502 161 504 0.92 -
108_T506-R1 - 857 pbNB-ARC - 338 3.8e-100 325.7 2.5 1 1 5.9e-100 5.9e-100 325.1 2.5 3 338 156 485 154 485 0.94 -
108_T221-R1 - 881 pbNB-ARC - 338 3.7e-97 315.9 3.3 1 2 1.1e-42 1.1e-42 136.8 2.2 2 127 166 288 165 291 0.94 -
108_T221-R1 - 881 pbNB-ARC - 338 3.7e-97 315.9 3.3 2 2 1.8e-55 1.8e-55 178.8 0.0 160 337 290 473 286 474 0.93 -
108_T269-R1 - 890 Rx_N2 - 137 4e-53 169.7 2.4 1 2 2.4e-53 4e-53 169.7 2.4 1 136 1 142 1 143 0.97 -
108_T269-R1 - 890 Rx_N2 - 137 4e-53 169.7 2.4 2 2 3.8 6.4 -2.6 0.4 101 122 661 691 643 702 0.60 -
108_T506-R1 - 857 Rx_N2 - 137 4.7e-53 169.4 5.1 1 2 2.8e-53 4.7e-53 169.4 5.1 1 136 1 141 1 142 0.98 -
108_T506-R1 - 857 Rx_N2 - 137 4.7e-53 169.4 5.1 2 2 4.1 6.9 -2.8 0.1 115 126 673 684 635 705 0.62 -
108_T473-R1 - 892 Rx_N2 - 137 2.6e-52 167.0 6.0 1 1 2.4e-52 4.1e-52 166.4 4.8 1 136 1 141 1 142 0.99 -
108_T319.2-R1 - 895 Rx_N2 - 137 3.5e-51 163.4 4.1 1 3 2.1e-51 3.5e-51 163.4 4.1 1 135 1 141 1 143 0.97 -
108_T319.2-R1 - 895 Rx_N2 - 137 3.5e-51 163.4 4.1 2 3 1.6 2.8 -1.5 0.2 90 126 577 614 571 621 0.77 -
108_T319.2-R1 - 895 Rx_N2 - 137 3.5e-51 163.4 4.1 3 3 9.3 16 -3.9 0.3 72 80 860 868 849 874 0.77 -
108_T207-R1 - 950 Rx_N2 - 137 8.1e-50 159.0 3.1 1 1 1.5e-49 2.5e-49 157.4 3.1 1 135 1 139 1 141 0.98 -
108_T458-R1 - 882 Rx_N2 - 137 1e-48 155.4 0.9 1 3 6.2e-49 1e-48 155.4 0.9 1 136 1 142 1 143 0.96 -
108_T458-R1 - 882 Rx_N2 - 137 1e-48 155.4 0.9 2 3 4.2 7.2 -2.8 0.0 66 82 363 379 357 385 0.76 -
108_T458-R1 - 882 Rx_N2 - 137 1e-48 155.4 0.9 3 3 6 10 -3.3 0.3 101 125 665 695 630 705 0.51 -
108_T168-R1 - 887 Rx_N2 - 137 3.8e-48 153.5 7.8 1 3 2.8e-48 4.7e-48 153.2 5.0 1 135 1 139 1 141 0.97 -
108_T168-R1 - 887 Rx_N2 - 137 3.8e-48 153.5 7.8 2 3 7.1 12 -3.5 0.0 66 87 361 382 357 408 0.76 -
108_T168-R1 - 887 Rx_N2 - 137 3.8e-48 153.5 7.8 3 3 2.5 4.3 -2.1 0.0 20 48 693 721 683 727 0.66 -
108_T516-R1 - 921 Rx_N2 - 137 1.2e-47 152.0 2.1 1 2 6.9e-48 1.2e-47 152.0 2.1 1 136 1 141 1 142 0.97 -
108_T516-R1 - 921 Rx_N2 - 137 1.2e-47 152.0 2.1 2 2 2.7 4.6 -2.2 0.0 55 55 662 662 625 686 0.58 -
108_T208-R1 - 973 Rx_N2 - 137 4.1e-47 150.2 2.0 1 1 7.8e-47 1.3e-46 148.5 2.0 1 136 1 141 1 142 0.97 -
108_T495-R1 - 860 Rx_N2 - 137 7.6e-47 149.3 0.3 1 1 1.2e-46 2.1e-46 147.9 0.3 7 136 5 139 2 140 0.98 -
108_T329-R1 - 856 Rx_N2 - 137 1.7e-46 148.2 1.4 1 3 1e-46 1.7e-46 148.2 1.4 1 136 1 139 1 140 0.94 -
108_T329-R1 - 856 Rx_N2 - 137 1.7e-46 148.2 1.4 2 3 1.5 2.5 -1.3 0.0 86 124 567 606 563 616 0.81 -
108_T329-R1 - 856 Rx_N2 - 137 1.7e-46 148.2 1.4 3 3 3.6 6.1 -2.6 0.0 68 94 705 731 698 738 0.77 -
108_T461-R1 - 910 Rx_N2 - 137 2.5e-43 137.9 0.6 1 1 4.3e-43 7.3e-43 136.4 0.6 1 135 1 141 1 143 0.94 -
108_T319.1-R1 - 839 Rx_N2 - 137 1.7e-32 102.9 0.2 1 2 9.9e-33 1.7e-32 102.9 0.2 43 136 1 99 1 100 0.98 -
108_T319.1-R1 - 839 Rx_N2 - 137 1.7e-32 102.9 0.2 2 2 1.5 2.6 -1.4 0.7 76 112 616 656 592 674 0.55 -
#
# Program: hmmsearch
# Version: 3.3.2 (Nov 2020)
# Pipeline mode: SEARCH
# Query file: Pfam-A.plus.hmm
# Target file: 108.pbNB-ARC.fulllength.fa
# Option settings: hmmsearch --domtblout 108.pbNB-ARC.Pfam.tbl Pfam-A.plus.hmm 108.pbNB-ARC.fulllength.fa 
# Current dir: /content
# Date: Sat Oct 2 05:51:54 2021
# [ok]
